timestamp,price,market_cap,volume,coin,symbol,name,market_cap_rank,circulating_supply,total_supply,max_supply,ath,atl,price_change_24h,price_change_percentage_24h,categories
2025-03-24 00:00:00,85787.70914901773,1702009594329.4495,12617587530.619724,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-25 00:00:00,87327.72969669085,1732715331970.134,27270889835.1835,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-26 00:00:00,87520.58391530563,1735368473904.4885,30351832942.705593,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-27 00:00:00,86960.8555491039,1724854479045.6724,25522877558.700558,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-28 00:00:00,87227.27158032371,1729729987159.4822,24620445368.489468,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-29 00:00:00,84359.46915506005,1673182800974.1038,31674486232.097313,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-30 00:00:00,82679.17255385047,1640665503855.1438,16837439419.924389,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-03-31 00:00:00,82356.38111183756,1633996304187.2593,13428975108.070734,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-01 00:00:00,82514.09365397849,1635076581047.3545,30326148749.91535,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-02 00:00:00,85237.5876052852,1690602036035.04,29172899851.734768,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
