timestamp,coin,price,market_cap,volume,market_cap_rank,ath,atl,log_return_1d,volatility_7d,volatility_14d,rsi_14,volume_to_marketcap,circulating_supply_history,distance_from_ath,distance_from_atl,has_max_supply,ma_7,ma_14,ma_30,price_to_ma7,price_to_ma30,macd,macd_signal,macd_histogram,momentum_5d,momentum_10d,momentum_acceleration
2025-05-29,ethereum,2676.27,323119009777.0,18008588586.0,2,4946.05,0.43,0.00531250546977907,0.03038117549470241,0.024679549506552323,55.724769194350216,0.05573360910714784,120734832.0,-0.45890761314584366,6222.883720930233,0,2593.367142857143,2556.4900000000002,2318.474,0.03196726594273191,0.15432392168296896,154.6227058825607,167.49884420459756,-12.876138322036866,0.06209198312571185,0.08555817858794312,-0.023466195462231276
2025-05-30,ethereum,2633.14,317891224563.0,27021441336.0,2,4946.05,0.43,-0.01624698364908841,0.027864885619959513,0.02414387025278218,57.38104524180965,0.08500216189718966,120727050.0,-0.46762770291444694,6122.581395348838,0,2589.934285714286,2562.9785714285713,2346.3463333333334,0.01668216623256833,0.12222989530246947,149.20846792800057,163.84076894927819,-14.632301021277613,0.040997216775254586,0.04200649784921984,-0.0010092810739652514
2025-05-31,ethereum,2524.48,304659964725.0,22927149330.0,2,4946.05,0.43,-0.04214194946354655,0.024592226962524,0.026942880838349607,48.62105744324243,0.07525488080028858,120682265.0,-0.48959674892085603,5869.883720930233,0,2590.6014285714286,2561.5564285714286,2370.694,-0.025523582223874124,0.06486961202078381,134.59812801570388,157.99224076256334,-23.394112746859463,-0.008693876589361493,8.319236848675082e-05,-0.008777068957848244
2025-06-01,ethereum,2532.36,305718505779.0,13006751258.0,2,4946.05,0.43,0.0031165733454971228,0.02457684720308857,0.02579535096562954,54.33857707390191,0.04254486075305632,120724741.0,-0.4880035583950829,5888.209302325582,0,2591.0185714285717,2565.65,2393.811,-0.022639193742339664,0.057878002899978305,122.24600269392522,150.84299314883572,-28.596990454910497,-0.011634669050063051,-0.010390980675667683,-0.0012436883743953686
2025-06-02,ethereum,2538.33,306561765778.0,11338340571.0,2,4946.05,0.43,0.0023547102104320467,0.024435371995209614,0.025745675952463028,55.55707825133615,0.03698550124874601,120773014.0,-0.4867965346084249,5902.093023255814,0,2589.8342857142857,2570.8635714285715,2417.0409999999997,-0.019887097023306523,0.050180778894524436,111.65153410627636,143.00470134032386,-31.353167234047504,-0.04648978809882465,-0.04472427432192905,-0.0017655137768955997
2025-06-03,ethereum,2609.74,314999579354.0,15623967732.0,2,4946.05,0.43,0.02774421503375866,0.026672024388633333,0.025963372382882606,56.207895092199436,0.04959996379690911,120701518.0,-0.47235875092245333,6068.162790697675,0,2596.63,2576.774285714286,2442.8823333333335,0.0050488517809621205,0.06830360365289785,107.77516659052526,135.95879439036415,-28.183627799838888,-0.024859225713399713,0.035689198788797505,-0.06054842450219722
2025-06-04,ethereum,2595.47,313315832347.0,15955008730.0,2,4946.05,0.43,-0.00548298176250542,0.02156940049622104,0.02603408291917466,55.25042770338032,0.05092308489642391,120716415.0,-0.475243881481182,6034.976744186047,0,2587.112857142857,2581.86,2469.1259999999997,0.00323029698301298,0.051169523143006906,102.37157190906191,129.2413498941037,-26.869777985041793,-0.014306113613404503,0.026104592320829845,-0.04041070593423435
2025-06-05,ethereum,2610.34,315159803383.0,16809606446.0,2,4946.05,0.43,0.005712863297900597,0.02159754792896001,0.025846482955218266,53.9036506996035,0.053336771585594675,120735155.0,-0.47223744199917106,6069.5581395348845,0,2577.694285714286,2585.530714285714,2495.4706666666666,0.012664695913180464,0.046031129464956064,98.1575695585243,123.02459382698783,-24.867024268463524,0.03401096463430098,0.02502140091572369,0.008989563718577287
2025-06-06,ethereum,2421.6,292341916401.0,25849573160.0,2,4946.05,0.43,-0.07505200232429901,0.0347718067313696,0.03077383488965276,34.26911519198664,0.08842239757552461,120722628.0,-0.5103971856329799,5630.627906976744,0,2547.4742857142855,2568.7042857142856,2515.651666666666,-0.049411405806984145,-0.03738660161614835,78.68121364789204,114.15591779116868,-35.47470414327664,-0.043737857176704864,-0.05486365073355792,0.011125793556853059
2025-06-07,ethereum,2481.4,299560106674.0,18395107930.0,2,4946.05,0.43,0.024394438301262263,0.03423757188848795,0.028673081539803136,47.13866416364965,0.06140706829837894,120722216.0,-0.4983067296125191,5769.697674418605,0,2541.32,2565.960714285714,2538.021,-0.023578297892433882,-0.022309114069584173,67.29567880454306,104.78386999384355,-37.488191189300494,-0.022428131881985336,-0.06787524088216401,0.045447109000178676
2025-06-08,ethereum,2526.29,304953508465.0,9535426815.0,2,4946.05,0.43,0.017928906329377613,0.0350867986196509,0.02910396633750444,49.777054285512065,0.03126846076635448,120711996.0,-0.4892308003356214,5874.093023255814,0,2540.452857142857,2565.7357142857145,2548.978666666667,-0.0055749340528149964,-0.008901081426600236,61.189454311268946,96.06498685732863,-34.87553254605969,-0.03197636546169347,-0.05604068348858671,0.02406431802689324
2025-06-09,ethereum,2508.78,302870081038.0,10206893116.0,2,4946.05,0.43,-0.006955244152611609,0.03514390804145502,0.029086329428038807,47.323070828263404,0.033700565869757795,120724050.0,-0.492770999080074,5833.372093023257,0,2536.2314285714283,2563.032857142857,2554.5576666666666,-0.010823708066298406,-0.017919997369407487,54.31125045686622,87.71423957723616,-33.40298912036994,-0.03340050164324748,-0.047228783885399084,0.013828282242151602
2025-06-10,ethereum,2685.0,324315565109.0,19485734665.0,2,4946.05,0.43,0.06788414875742775,0.043114581576806664,0.03445038328425863,57.07994697100697,0.06008263790376818,120787920.0,-0.45714256831208744,6243.186046511629,0,2546.9828571428575,2571.8064285714286,2557.9349999999995,0.054188485199294485,0.049674835365246,62.360848571430324,82.643561376075,-20.282712804644675,0.028601638100783644,0.06358537203701364,-0.03498373393623
